imo,description,ship_type
7433983,Multi Purpose Offshore Vessel,Other
9442873,Vehicles Carrier,Cargo
9470806,Cement Carrier,Cargo
7647455,Tug,Tug
9345180,General Cargo,Passenger
9578397,Multi Purpose Offshore Vessel,Other
9315989,Diving Support Vessel,Other
8807129,Ro-Ro/Passenger Ship,Passenger
8928480,Multi Purpose Offshore Vessel,Other
9085091,General Cargo,Cargo
7525695,Bulk Carrier,Cargo
9937701,Oil/Chemical Tanker,Tanker - Hazard B
8977211,Multi Purpose Offshore Vessel,Passenger
9453999,Crude Oil Tanker,Tanker
9100229,Container Ship,Cargo
9979424,Yacht,Pleasure Craft
8702941,LNG Tanker,Tanker - Hazard D (Recognizable)
9606508,Crew Boat,High Speed Craft
1133517,Tug,Tug
8719231,Crude Oil Tanker,Tanker
8841577,Ro-Ro/Passenger Ship,Cargo
9157404,Container Ship,Cargo - Hazard A (Major)
9784219,Aggregates Carrier,Cargo
8768713,Offshore Supply Ship,Other
9437749,Tug,Tug
9709233,Bulk Carrier,Cargo
8921339,General Cargo,Cargo
9078335,Bulk Carrier,Cargo
9635781,Oil/Chemical Tanker,Tanker
9831464,Multi Purpose Offshore Vessel,Other
8566490,Fishing Vessel,Fishing
1066219,Oil/Chemical Tanker,Tanker
8889256,General Cargo,"Light, with Sectors"
9085649,LNG Tanker,Tanker
8864907,Aggregates Carrier,Other
9416939,Tug,Tug
7907659,Ro-Ro/Passenger Ship,Passenger
9869150,Yacht,Pleasure Craft
9573361,Tug,Tug
9009841,Chemical Tanker,Tanker
8709793,Factory Trawler,Fishing
9130080,Fishing Vessel,Fishing
9243502,Bulk Carrier,Cargo
9000986,Ore Carrier,Cargo
9965643,Crew Boat,Passenger
9523495,Bulk Carrier,Cargo
8324634,LPG Tanker,Tanker - Hazard C (Minor)
9543770,Bulk Carrier,Cargo
9031600,"Inland, Motor Tanker, liquid cargo, type C",Tanker
9615559,General Cargo,Cargo
9233301,Bulk Carrier,Cargo
8358300,General Cargo,Cargo
1009273,Sailing Vessel,Pleasure Craft
7814632,Fishing Vessel,Fishing
8957352,Multi Purpose Offshore Vessel,
8732843,Fishing Vessel,Fishing
9843194,Container Ship,Cargo
9721255,Tug,Tug
9739862,Drilling Jack Up,Other
9540156,Fishing Vessel,Fishing
9275775,Barge Carrier,Other
8400579,Cement Carrier,Cargo
9680762,Multi Purpose Offshore Vessel,Other
9357121,Container Ship,Cargo
9564669,Tug,Tug
9416305,"Inland, Motor Tanker, liquid cargo, type C",Tanker - Hazard A (Major)
9944778,Container Ship,Cargo - Hazard A (Major)
8101771,Tug,Tug
7914262,Cement Carrier,Cargo
9829992,Hopper Dredger,Cargo
9701968,Tug,Tug
9690638,Multi Purpose Offshore Vessel,Other
7637266,General Cargo,Cargo
9726437,Bulk Carrier,Cargo
9361873,Buoy-Laying Vessel,Other
8746820,Tug,Tug
8821034,Tender,Other
9504073,Container Ship,Cargo - Hazard A (Major)
9408762,Crude Oil Tanker,Tanker
9667174,Container Ship,Cargo - Hazard D (Recognizable)
7634343,Pusher Tug,Tug
9165176,Oil Products Tanker,Tanker
8723218,Fishing Vessel,Cargo
7726201,Oil Products Tanker,Other
8724080,Salvage/Rescue Vessel,SAR
9234599,Oil/Chemical Tanker,Tanker
9513646,General Cargo,Cargo
1062330,Tug,Tug
8666898,Bunkering Tanker,Tanker - Hazard C (Minor)
9411379,Container Ship,Cargo - Hazard A (Major)
9779446,Work Vessel,Other
9810422,Tug,Tug
9190846,Passenger Ship,Passenger
7228596,Cement Carrier,Cargo
9196709,Chemical Tanker,Tanker - Hazard B
9134517,Container Ship,
9023081,General Cargo,Cargo
9397365,Tug,Tug
8732673,Fishing Vessel,Fishing
9278090,Container Ship,Cargo - Hazard A (Major)
9003122,Ore Carrier,Cargo
9737436,Tug,Tug
8542121,Fishing Vessel,Fishing
7390739,Floating Storage/Production,Tanker
6712344,Trawler,Fishing
8506672,Container Ship,Cargo
8128236,Trawler,Fishing
8030659,Multi Purpose Offshore Vessel,High Speed Craft
7207906,Pusher Tug,Tug
9312444,Crude Oil Tanker,Tanker
9025663,Fish Carrier,Reserved
8220759,General Cargo,Cargo
9880790,Tug,Tug
9833400,Patrol Vessel,Law Enforce
7347548,Ro-Ro/Passenger Ship,Passenger
9122966,Vehicles Carrier,Cargo
8900074,Fishing Vessel,Fishing
8872435,Ro-Ro/Passenger Ship,Passenger
9105671,Fishing Vessel,Fishing
1013171,Container Ship,Cargo - Hazard A (Major)
9827360,Crude Oil Tanker,Tanker
7528829,Multi Purpose Offshore Vessel,Other
9482902,Ro-Ro/Passenger Ship,Passenger
9921570,Pleasure Craft,Pleasure Craft
8512396,General Cargo,Cargo
9152129,Waste Disposal Vessel,Cargo
1081960,Tug,
9068794,Tug,Tug
9908035,Heavy Load Carrier,Other
9094925,Yacht,Passenger
8902943,Landing Craft,Other
8011005,Oil Products Tanker,Tanker
9177076,Passenger Ship,Cargo
1002342,Yacht,Pleasure Craft
9988346,Bulk Carrier,Cargo
9693159,General Cargo,Other
9689732,Drilling Jack Up,
9242998,Tug,Other
9509918,Oil Products Tanker,Tanker
9949807,Container Ship,Cargo - Hazard A (Major)
9942263,Tug,Tug
9365219,Oil Products Tanker,Tanker
9640619,Bulk Carrier,Cargo
9041851,Passenger,Passenger
9883572,LPG Tanker,Tanker
9182954,General Cargo,Cargo
9872963,Bulk Carrier,Cargo
9571064,Oil Products Tanker,Tanker
9655183,Tug,Other
9645970,LNG Tanker,Tanker - Hazard D (Recognizable)
9864801,Cutter Suction Dredger,Dredger
9316232,Crude Oil Tanker,Tanker
7901112,Trawler,Fishing
9386859,Multi Purpose Offshore Vessel,Tug
8104591,General Cargo,Cargo
8820262,Bulk Carrier,Cargo
8957596,Ro-Ro/Passenger Ship,Passenger
6517328,Bunkering Tanker,Tanker
1017347,Crane Ship,Other
8994037,Pollution Control Vessel,Anti-Pollution
9770622,Crew Boat,Other
9486128,Tug,Tug
9235701,Oil/Chemical Tanker,Tanker
9725366,Cement Carrier,Cargo
9316892,Bulk Carrier,Cargo
9436276,General Cargo,Cargo
9949261,Wood Chips Carrier,Cargo
9783849,Fishing Vessel,Fishing
9037501,Container Ship,Cargo
9642760,Passenger/Cargo Ship,Passenger
9816828,Passenger Ship,Passenger
9975533,LNG Tanker,Tanker
9856969,Ro-Ro/Passenger Ship,Cargo
9100188,General Cargo,Cargo
9403243,General Cargo,Cargo
9598139,Bulk Carrier,Cargo
8665583,General Cargo,Cargo
9865398,Ro-Ro/Passenger Ship,Passenger
8768361,Floating Storage/Production,Reserved
9133599,Oil/Chemical Tanker,Tanker
8973978,Passenger Ship,
1127764,Hopper Dredger,Dredger
8326371,Landing Craft,Cargo
9592965,Towing Vessel,Local Vessel
9140504,General Cargo,Cargo
7637967,Bulk Carrier,Cargo
9367504,Anchor Handling Vessel,Tug
9690975,Offshore Supply Ship,Unspecified
9030838,LNG Tanker,Tanker
8834770,Crane Ship,Other
9243930,General Cargo,Cargo
9375795,General Cargo,Cargo
9528988,Tug,Tug
9209207,Bulk Carrier,Cargo
9770933,LNG Tanker,Tanker
9929144,Tug,Tug
9595383,Bulk Carrier,Cargo
9881847,Fishing Vessel,Fishing
8603248,General Cargo,Cargo
1102051,Pleasure Craft,Pleasure Craft
8434312,Sailing Vessel,Sailing Vessel
9261877,Anchor Handling Vessel,Tug
8512607,General Cargo,
9163556,Container Ship,Cargo
8415172,General Cargo,Cargo
8793392,Crane Ship,Cargo
8027779,Tug,Tug
9164732,Oil/Chemical Tanker,Tanker
9497476,Bulk Carrier,Cargo
8959180,General Cargo,Cargo
9663336,Bulk Carrier,Cargo
9917220,Tug,Tug
9275646,Container Ship,Cargo
9639608,Container Ship,Cargo - Hazard A (Major)
8112653,Multi Purpose Offshore Vessel,Tug
7529380,Tug,Tug
9405681,General Cargo,Cargo
9471214,Container Ship,Cargo
7810753,Cement Carrier,Sailing Vessel
6416536,Trawler,Fishing
1060887,Tug,Tug
9934175,Bulk Carrier,Cargo
9286827,Crude Oil Tanker,Tanker
9403097,Bulk Carrier,Cargo
9262962,Bulk Carrier,Cargo
9262273,General Cargo,Cargo
8405971,LPG Tanker,Tanker
9798624,LPG Tanker,Tanker
6915922,General Cargo,Cargo
9016143,General Cargo,Dredger
9904766,General Cargo,Cargo
1038626,Vehicles Carrier,Cargo
8784420,Fishing Vessel,"Beacon, Cardinal N"
9296286,Container Ship,Cargo
8134986,Trawler,
9279355,Tug,Tug
8503395,Multi Purpose Offshore Vessel,Pleasure Craft
7118105,Tug,
8805808,General Cargo,Sailing Vessel
8302533,Oil/Chemical Tanker,Tanker
9036325,Oil/Chemical Tanker,Tanker
7516565,General Cargo,Cargo
5007508,Research/Survey Vessel,Passenger
7925493,Container Ship,Cargo
9442079,LPG Tanker,Tanker
5046281,Exhibition Ship,Cargo
9721906,Oil/Chemical Tanker,Tanker
8217611,Reefer,Cargo
8555245,Fishing Vessel,Fishing
7505877,Tug,Tug
8211289,Oil Products Tanker,Tanker - Hazard A (Major)
1031886,General Cargo,Cargo
9347554,Container Ship,Cargo - Hazard A (Major)
8863343,General Cargo,Cargo
9973107,Multi Purpose Offshore Vessel,High Speed Craft
8664931,Grab Dredger,Cargo
8321826,Container Ship,Cargo
7521986,Container Ship,Cargo
9144122,Tug,Tug
9470715,Oil/Chemical Tanker,Tanker
1135113,Fish Carrier,Cargo
9242625,Container Ship,Cargo
7433866,Fishing Vessel,
7516577,General Cargo,Cargo
8710900,Vehicles Carrier,Cargo
7912927,Tug,Tug
8682830,Yacht,Pleasure Craft
9000481,LPG Tanker,Tanker
9738519,Bulk Carrier,Cargo
7203687,Oil/Chemical Tanker,Tanker
9123556,Passenger Ship,Passenger
7359498,Passenger Ship,Passenger
9880661,Passenger Ship,Passenger
7508764,General Cargo,Cargo
9388235,Oil/Chemical Tanker,Tanker - Hazard A (Major)
8360705,General Cargo,Cargo
9806512,Multi Purpose Offshore Vessel,
1055911,Oil/Chemical Tanker,Tanker
9264283,Chemical Tanker,Tanker
7415137,Multi Purpose Offshore Vessel,Tug
5153462,Tug,Tug
1058951,Tug,Tug
9654579,Oil/Chemical Tanker,Tanker - Hazard A (Major)
9813852,Container Ship,Cargo - Hazard B
9866457,Ro-Ro/Passenger Ship,Passenger
8357681,General Cargo,Cargo
8201791,Cement Carrier,Cargo
9963334,Patrol Vessel,Law Enforce
7211892,Standby Safety Vessel,SAR
8996700,Fishing Vessel,Fishing
9440083,Vehicles Carrier,Cargo
8821943,General Cargo,Cargo
9136058,Crude Oil Tanker,Tanker
9256286,Pusher Tug,Tug
9819997,Oil/Chemical Tanker,Tanker
9681663,Tug,Other
9792008,Oil/Chemical Tanker,Tanker - Hazard B
8707604,Trawler,Fishing
9953456,Oil/Chemical Tanker,Tanker
8861864,Fishing Vessel,Fishing
9392456,Bulk Carrier,Cargo
9509487,General Cargo,Cargo
8835970,Ro-Ro/Passenger Ship,Passenger
7420467,Tug,Reserved
7925534,Bulk Carrier,Cargo
7730616,"Inland, Motor Freighter",Cargo
9530072,Multi Purpose Offshore Vessel,Cargo
9258650,Tug,Anti-Pollution
9523407,General Cargo,
8887997,Reefer,Cargo
9359791,Passenger Ship,Passenger
7716220,General Cargo,Cargo
6729206,Tug,Other
9406025,Bulk Carrier,Cargo
7512507,Tug,Tug
9362839,Bunkering Tanker,Tanker
8620442,General Cargo,Cargo
8662440,General Cargo,Cargo
9913171,Crew Boat,Passenger
9577953,Oil Products Tanker,Tanker
4601759,Military Ops,Military Ops
9187746,Bulk Carrier,Cargo
7937226,Hydrofoil,High Speed Craft
9057800,General Cargo,Cargo
8402876,Multi Purpose Offshore Vessel,Dive Vessel
9148609,LPG Tanker,Tanker
9801873,Bulk Carrier,Cargo
1008413,Yacht,Pleasure Craft
9577379,Tug,Tug
8791631,Oil Products Tanker,Tanker
8989848,General Cargo,Sailing Vessel
9401312,Oil/Chemical Tanker,Tanker
8115473,Passenger/Cargo Ship,Passenger
9830147,Fishing Vessel,Fishing
8887480,General Cargo,Cargo
9421996,Diving Support Vessel,Dive Vessel
9399167,Oil/Chemical Tanker,Tanker
9803417,Bulk Carrier,Cargo
8912194,LPG Tanker,Tanker
9635561,Bulk Carrier,Cargo
8653243,Yacht,Pleasure Craft
9474709,Bulk Carrier,Cargo
9539262,Bulk Carrier,Cargo - Hazard B
9469182,Bulk Carrier,Cargo
9402184,Fire Fighting Vessel,Tug
6717760,Research/Survey Vessel,SAR
9388924,Oil Products Tanker,Tanker
9751171,Bulk Carrier,Cargo
8743311,General Cargo,Cargo
8671788,Bulk Carrier,Cargo
9859313,Bulk Carrier,Cargo
9698343,Reefer,Cargo
8714009,Hopper Dredger,Cargo
9532575,Ore Carrier,Cargo
8115734,Yacht,Pleasure Craft
9428982,Crude Oil Tanker,Tanker
9726322,LPG/Chemical Tanker,Tanker
7913385,General Cargo,Cargo
8105739,Bulk Carrier,Cargo
8406303,Chemical Tanker,Tanker
9020601,General Cargo,Cargo
9832315,Ro-Ro/Passenger Ship,Passenger
9038878,Crude Oil Tanker,Tanker
9929273,Container Ship,Cargo - Hazard D (Recognizable)
9430985,General Cargo,Cargo
9197818,General Cargo,Cargo
9956238,Tug,Tug
8316895,Fishery Patrol Vessel,Other
9476886,Multi Purpose Offshore Vessel,Tug
1105845,Oil Products Tanker,Tanker
9157284,Ro-Ro Cargo,Cargo
9170901,Tug,Tug
8819029,Cable Layer,Other
8652732,Fishing Vessel,Fishing
9245615,Tug,Tug
7626205,Tug,Reserved
8129034,Tug,Other
8318128,General Cargo,Cargo
9932660,Bulk Carrier,Cargo
9858797,Oil/Chemical Tanker,Tanker
9323039,Container Ship,Cargo - Hazard D (Recognizable)
8851039,Tug,Tug
9439448,Oil Products Tanker,Tanker - Hazard B
9305300,Container Ship,Cargo
9693123,Accommodation Ship,Other
9533074,Bulk Carrier,Cargo
9193252,Container Ship,Cargo
9977189,Yacht,Pleasure Craft
8973631,Reefer,Cargo
8536574,Yacht,Pleasure Craft
9298155,Tug,Tug
4908963,Patrol Vessel,
9963451,Yacht,Pleasure Craft
9227467,Bulk Carrier,Cargo
9366495,Container Ship,Cargo
9632789,Bulk Carrier,Cargo
7635878,Reefer,Cargo
9738753,Bulk Carrier,Cargo
8615497,Fishing Vessel,Fishing
9266449,Bulk Carrier,Cargo
6805438,Tug,Other
9893955,Container Ship,Cargo - Hazard D (Recognizable)
1032191,Cabu Carrier,Tanker
9669990,Cable Layer,Other
6912114,Oil Products Tanker,Tanker
9851115,General Cargo,Cargo
9440497,Oil/Chemical Tanker,Tanker
9754032,Yacht,Pleasure Craft
9501526,Container Ship,Cargo
9703746,Multi Purpose Offshore Vessel,Cargo
9728095,Vehicles Carrier,Cargo
8019992,Diving Support Vessel,Dive Vessel
9939802,Oil/Chemical Tanker,Tanker - Hazard B
9633159,Bulk Carrier,Cargo
9577290,Tug,Tug
9761578,Multi Purpose Offshore Vessel,Cargo
9697789,Multi Purpose Offshore Vessel,Other
8314768,General Cargo,Cargo
9889071,General Cargo,Cargo
7321635,Tanker,Tanker
8980000,Fishing Vessel,Fishing
8790144,Fishing Vessel,Fishing
9762675,Ro-Ro/Passenger Ship,Passenger
9144598,Fishing Vessel,Fishing
1152484,Tug,Tug
9205770,Tug,Tug
9647277,Bulk Carrier,Cargo
8507418,Crane Ship,Other
9605542,Fishing Vessel,Fishing
7721873,General Cargo,Cargo
1133919,Tug,Tug
9834052,Multi Purpose Offshore Vessel,Other
8807820,Trawler,Fishing
8015697,Bulk Carrier,Cargo
8643327,Inland Passenger Ship,Passenger
9171632,Container Ship,Cargo
8877784,General Cargo,Cargo - Hazard A (Major)
7318999,Research/Survey Vessel,Cargo
9042104,High Speed Craft,High Speed Craft
9898448,Multi Purpose Offshore Vessel,Other
9124237,Oil Products Tanker,Tanker
7412018,Multi Purpose Offshore Vessel,Tug
9789207,Tug,Tug
9145267,Container Ship,Cargo
7921588,Oil Products Tanker,Cargo
1107427,Passenger,Passenger
9770957,Multi Purpose Offshore Vessel,Tug
9209520,Bulk Carrier,Cargo
1028229,Bulk Carrier,Cargo
9127150,Ore Carrier,Cargo
9632519,Yacht,Pleasure Craft
9266231,Oil/Chemical Tanker,Tanker - Hazard B
9498896,Bulk Carrier,Cargo
9759771,Crude Oil Tanker,Tanker
9505508,Multi Purpose Offshore Vessel,Other
9708227,Oil/Chemical Tanker,Tanker
9690717,Multi Purpose Offshore Vessel,Tug
6516934,Tug,Tug
9244075,Bulk Carrier,Cargo
9605516,Trawler,Fishing
9267091,Bulk Carrier,Cargo
9834466,Crude Oil Tanker,Tanker
9391309,Oil/Chemical Tanker,Tanker
9073452,Research/Survey Vessel,Other
9192545,Tug,Tug
4908169,Patrol Vessel,Law Enforce
9077941,Fishing Vessel,Fishing
9030010,Fishing Vessel,Fishing
7429920,General Cargo,Cargo
6609250,Ro-Ro/Passenger Ship,Passenger
8739097,Trawler,Fishing
9083665,Patrol Vessel,SAR
7048685,Crew Boat,Passenger
9038751,Oil Products Tanker,Tanker
9672703,Oil/Chemical Tanker,Tanker
8510283,Fishing Vessel,Fishing
9777814,Vehicles Carrier,Cargo
8537695,Bulk Carrier,Cargo
9365271,Tug,Tug
9789271,Crude Oil Tanker,Tanker
9588677,Pusher Tug,Tug
9221308,General Cargo,Cargo
9780354,Floating Storage/Production,Tanker
7306647,Ro-Ro Cargo,Cargo - Hazard A (Major)
9487988,Bulk Carrier,Cargo
9564475,Trawler,Fishing
9817169,Oil/Chemical Tanker,Tanker
8838219,Fish Carrier,Cargo
9619842,Bulk Carrier,Cargo
9504023,Oil/Chemical Tanker,Tanker
8909226,Passenger Ship,Passenger
8419910,Chemical Tanker,Passenger
9837339,High Speed Craft,High Speed Craft
6717344,General Cargo,Cargo
1009780,"Inland, Unknown",Pleasure Craft
9553775,Bulk Carrier,Cargo
8745412,Oil Products Tanker,Pleasure Craft
8994099,Passenger Ship,
9725108,Tug,Tug
9809942,Tug,Tug
9519523,LPG/Chemical Tanker,Tanker
9462627,Motor Hopper,Dredger
8838544,Trawler,Cargo
9056258,Tug,Tug
8917613,Ro-Ro/Passenger Ship,Passenger
8511811,General Cargo,Cargo
9702675,Oil Products Tanker,Tanker - Hazard A (Major)
9597630,Bulk Carrier,Cargo
8226569,Passenger Ship,Passenger
9292321,Fishing Vessel,Other
9777711,Bulk Carrier,Cargo
9311505,Crude Oil Tanker,Tanker
9695705,General Cargo,Cargo
8025202,Oil Products Tanker,Tanker
8729793,Deck Cargo Ship,Cargo
9115779,Container Ship,Cargo
9886598,Tug,
8806058,Suction Dredger,Dredger
8739968,Trawler,Fishing
9342023,Oil/Chemical Tanker,Tanker
9630200,Research/Survey Vessel,Other
9659828,Bulk Carrier,Cargo
7365576,Oil Products Tanker,Tanker
8006323,Self Discharging Bulk Carrier,Cargo
9484998,Container Ship,Cargo - Hazard D (Recognizable)
9892937,Heavy Load Carrier,Cargo
8103080,Fishing Vessel,Cargo - Hazard D (Recognizable)
9616008,General Cargo,Cargo
9095034,Fishing Vessel,Fishing
7343475,Anchor Handling Vessel,Tug
9522532,Multi Purpose Offshore Vessel,Other
9376232,Multi Purpose Offshore Vessel,Tug
9081930,Ro-Ro/Passenger Ship,Passenger
8873312,General Cargo,Cargo
9276250,Oil/Chemical Tanker,Tanker
7405364,Fishing Vessel,Fishing
1029352,Container Ship,Cargo
6814491,Tug,Tug
8662816,Tug,Fishing
8978265,Multi Purpose Offshore Vessel,Reserved
9503471,Standby Safety Vessel,SAR
9878589,Multi Purpose Offshore Vessel,High Speed Craft
9603283,Bulk Carrier,Cargo
8413411,Tank Barge,Passenger
9806495,Multi Purpose Offshore Vessel,Cargo
9240172,Oil Products Tanker,Tanker
9289221,Fishing Vessel,Fishing
7528661,Ro-Ro Cargo,Passenger
7633612,General Cargo,Cargo
9355458,Container Ship,Cargo
8017748,General Cargo,Cargo
8318166,Tug,Tug
9373747,Oil/Chemical Tanker,Tanker
9990818,Bulk Carrier,Cargo
9763368,Oil Products Tanker,Tanker
8101927,Bulk Carrier,Cargo
1007926,Sailing Vessel,Pleasure Craft
9738234,LPG Tanker,Tanker
9738430,Oil Products Tanker,Tanker
9012836,Container Ship,Cargo
1107843,Oil Products Tanker,Tanker
9227211,Oil Products Tanker,Tanker
8820145,Fishing Vessel,Fishing
9589889,Multi Purpose Offshore Vessel,Other
1039280,General Cargo,Cargo
9062817,General Cargo,Cargo
7381659,Hopper Dredger,Dredger
8110629,Multi Purpose Offshore Vessel,Tug
9662942,Bulk Carrier,Cargo
7818028,Pollution Control Vessel,Anti-Pollution
9825013,General Cargo,Cargo
8201076,Fishing Vessel,Fishing
7923299,Multi Purpose Offshore Vessel,Other
9899404,Ro-Ro/Passenger Ship,Passenger
9229910,Self Discharging Bulk Carrier,Other
1031707,Tug,Tug
9851270,Tug,Tug
9620164,Bulk Carrier,Cargo
9522867,General Cargo,Cargo
9872810,Fire Fighting Vessel,Tug
9934917,Bulk Carrier,Cargo
8420701,General Cargo,Cargo
8967515,Multi Purpose Offshore Vessel,Other
9833709,"Inland, Unknown",Other
9753650,Tug,Tug
9148439,General Cargo,Cargo
1074747,Oil Products Tanker,Tanker
8873063,Fish Carrier,Cargo
9849930,Multi Purpose Offshore Vessel,Tug
7231361,Oil/Chemical Tanker,
9470545,Oil/Chemical Tanker,Tanker
7396472,General Cargo,Cargo
8620399,Research/Survey Vessel,Other
9421192,Multi Purpose Offshore Vessel,Reserved
6406373,Ro-Ro/Passenger Ship,Passenger
8524715,General Cargo,Cargo
9396775,Oil/Chemical Tanker,Tanker
9317975,Container Ship,Cargo
7609843,Tug,Tug
8228373,Fishing Vessel,Fishing
9280108,Oil/Chemical Tanker,Tanker
8707343,Passenger Ship,Passenger
8403301,Oil Products Tanker,Tanker
9949716,Container Ship,Cargo
9578763,General Cargo,Cargo
9696436,Bulk Carrier,Cargo
7427908,Trawler,Wing In Grnd
9966685,Ro-Ro/Passenger Ship,Passenger
1037751,General Cargo,Cargo
9343156,Ro-Ro/Container Carrier,Cargo
1042201,Tug,Tug
9874181,Tug,Tug
7112967,Cement Carrier,Cargo
8033053,Fishing Vessel,Fishing
8913289,Fishing Vessel,Fishing
7435046,General Cargo,Cargo
8980878,Tug,Tug
8734566,Tug,Tug
9370915,General Cargo,Cargo - Hazard D (Recognizable)
8545226,Fishing Vessel,Fishing
9245794,Crude Oil Tanker,Tanker
5261922,Fishing Vessel,Other
8957778,Fishing Vessel,Fishing
9435662,Towing Vessel,Other
9757096,General Cargo,Cargo
9183740,Heavy Lift Vessel,Cargo
9763253,Tug,Tug
9487249,Crude Oil Tanker,Tanker
8660351,Passenger Ship,Passenger
9711042,Tug,Tug
9558323,Oil Products Tanker,Tanker
8116984,General Cargo,Cargo
7226536,Fishing Vessel,Fishing
9430454,Oil/Chemical Tanker,Tanker - Hazard A (Major)
9639517,Bulk Carrier,Cargo
9823493,Hopper Dredger,Dredger
9549085,Yacht,Pleasure Craft
9001007,Floating Storage/Production,Other
9263930,Oil/Chemical Tanker,Tanker
7716531,Reefer,Cargo
9957402,General Cargo,Cargo
8672316,General Cargo,Cargo
7417927,Fishing Vessel,Fishing
9167215,Crude Oil Tanker,Tanker
9339583,Container Ship,Cargo
7109491,Tug,Tug
8026335,Fishing Vessel,Fishing
9765017,Crude Oil Tanker,Tanker
9781994,Bulk Carrier,Cargo
8926389,General Cargo,Cargo
9286683,Tug,Tug
9268849,General Cargo,Cargo
8591603,Yacht,Pleasure Craft
7218668,Ro-Ro/Passenger Ship,Passenger
8672861,Ro-Ro/Passenger Ship,Passenger
7707475,General Cargo,Cargo
9136216,General Cargo,Cargo
7231438,Ro-Ro/Passenger Ship,Passenger
9516703,Bulk Carrier,Cargo
9623611,Tug,Other
9909235,Ro-Ro/Passenger Ship,Passenger
9361110,General Cargo,Cargo
9962299,Yacht,Pleasure Craft
9217163,General Cargo,Cargo
9909699,Tug,Tug
8877253,General Cargo,Cargo
9336517,Oil Products Tanker,Tanker
9047348,General Cargo,Cargo
7811484,Container Ship,Cargo - Hazard A (Major)
8825341,Utility Vessel,Other
8724456,Fish Carrier,
9812511,Multi Purpose Offshore Vessel,Dive Vessel
8325016,General Cargo,Cargo
9655377,Oil/Chemical Tanker,Tanker
8807569,General Cargo,Cargo
9905605,Oil/Chemical Tanker,Tanker
1054266,Yacht,Pleasure Craft
9887920,Fishing Vessel,Fishing
8993198,Yacht,Passenger
7602388,General Cargo,Cargo
9633616,General Cargo,Cargo
9108386,Container Ship,Cargo
9412787,Container Ship,Cargo
9895159,General Cargo,Cargo
9704609,Container Ship,Cargo
9766190,Oil Products Tanker,Tanker
1105807,General Cargo,Cargo
